,input,target
494,"

[Conversation]
화자1: 싸이... 나올듯 안나올듯 참 애매애매해요
화자2: 그죠 언제나온대요
화자1: 근데 제 생각엔 싸이제트 인가 몬가 그거 코인 팔아먹으려구, 언플 하는것 같기두 하구 그래요 ㅋㅋㅋㅋㅋ
화자1: 계속 간만 보구있드라구요
화자2: 헐 전혀몰랏네요
화자2: 너무한다
화자1: 아이디 찾기 해보셨어요? 그거 지금 서비스는 열려있는것 같더라구욤
화자1: 아..차마 앨범들을 볼수가 없겠던데 ㅋㅋ ㅋ ㅠㅠㅠ
화자2: 아그래요?????
화자2: 몰락어요
화자2: 겁난다
화자1: 네네 한번 찾아보셔요. 데이터 근데 다 있데요 ㅋ ㅋㅋ ㅋㅋ
화자1: 다이어리 이런거 들어가면 막
화자1: 100문 100답 이런거 있고 그럴텐데 ㅋ.ㅋ.ㅋ...
화자2: ㅋㅋㅋ 못가겟어요
화자1: 싸이월드 근덷 부활하면 네이트온도 다시 쓸려나... 메신저 옛날에 뭐 쓰셨어욤?
화자2: 그럴일음 없겟죠
화자2: 버디버디 네이트온이요
화자1: 앗 마자요.. 버디 진짜 많이 썼는데
화자1: 초등학교때 버디 썼던것같아요 네이트온이랑 싸이는 중고딩때...
화자2: 저랑 딱맞네욬 ㅋㅋㅋㅋㅋ
화자1: 앜ㅋㅋㅋㅋ 그러다가 고등학교때 카톡 나왔었나.. 스마트폰 쯤 나와서.. 일케일케 된것같아요 추억
화자2: ㅋㅋㅋㅋ 싸이마니하심 ?
화자1: 애기때 많이 했던것 같아요 ㅋㅋㅋㅋㅋ

[Question]
위 대화의 원인으로 올바른 지문은?

[Option]
A. 최근 싸이월드가 과거 이용자들의 데이터를 전부 삭제하였다.
B. 화자1은 싸이월드 앨범에 올렸던 사진들이 전혀 기억나지 않는다.
C. 싸이월드 앨범에 화자1이 잊고 있었던 과거 자신의 모습들이 있다.",C. 싸이월드 앨범에 화자1이 잊고 있었던 과거 자신의 모습들이 있다.
495,"

[Conversation]
화자1: 싸이... 나올듯 안나올듯 참 애매애매해요
화자2: 그죠 언제나온대요
화자1: 근데 제 생각엔 싸이제트 인가 몬가 그거 코인 팔아먹으려구, 언플 하는것 같기두 하구 그래요 ㅋㅋㅋㅋㅋ
화자1: 계속 간만 보구있드라구요
화자2: 헐 전혀몰랏네요
화자2: 너무한다
화자1: 아이디 찾기 해보셨어요? 그거 지금 서비스는 열려있는것 같더라구욤
화자1: 아..차마 앨범들을 볼수가 없겠던데 ㅋㅋ ㅋ ㅠㅠㅠ
화자2: 아그래요?????
화자2: 몰락어요
화자2: 겁난다
화자1: 네네 한번 찾아보셔요. 데이터 근데 다 있데요 ㅋ ㅋㅋ ㅋㅋ
화자1: 다이어리 이런거 들어가면 막
화자1: 100문 100답 이런거 있고 그럴텐데 ㅋ.ㅋ.ㅋ...
화자2: ㅋㅋㅋ 못가겟어요
화자1: 싸이월드 근덷 부활하면 네이트온도 다시 쓸려나... 메신저 옛날에 뭐 쓰셨어욤?
화자2: 그럴일음 없겟죠
화자2: 버디버디 네이트온이요
화자1: 앗 마자요.. 버디 진짜 많이 썼는데
화자1: 초등학교때 버디 썼던것같아요 네이트온이랑 싸이는 중고딩때...
화자2: 저랑 딱맞네욬 ㅋㅋㅋㅋㅋ
화자1: 앜ㅋㅋㅋㅋ 그러다가 고등학교때 카톡 나왔었나.. 스마트폰 쯤 나와서.. 일케일케 된것같아요 추억
화자2: ㅋㅋㅋㅋ 싸이마니하심 ?
화자1: 애기때 많이 했던것 같아요 ㅋㅋㅋㅋㅋ

[Question]
위 대화의 동기로 올바른 지문은?

[Option]
A. 화자1은 싸이월드 서비스가 재개될 것이라고 확신한다.
B. 화자1은 싸이월드 서비스가 재개될지 의심스럽다.
C. 화자1은 싸이월드 서비스가 폐지될까 걱정된다.",B. 화자1은 싸이월드 서비스가 재개될지 의심스럽다.
496,"

[Conversation]
화자1: 싸이... 나올듯 안나올듯 참 애매애매해요
화자2: 그죠 언제나온대요
화자1: 근데 제 생각엔 싸이제트 인가 몬가 그거 코인 팔아먹으려구, 언플 하는것 같기두 하구 그래요 ㅋㅋㅋㅋㅋ
화자1: 계속 간만 보구있드라구요
화자2: 헐 전혀몰랏네요
화자2: 너무한다
화자1: 아이디 찾기 해보셨어요? 그거 지금 서비스는 열려있는것 같더라구욤
화자1: 아..차마 앨범들을 볼수가 없겠던데 ㅋㅋ ㅋ ㅠㅠㅠ
화자2: 아그래요?????
화자2: 몰락어요
화자2: 겁난다
화자1: 네네 한번 찾아보셔요. 데이터 근데 다 있데요 ㅋ ㅋㅋ ㅋㅋ
화자1: 다이어리 이런거 들어가면 막
화자1: 100문 100답 이런거 있고 그럴텐데 ㅋ.ㅋ.ㅋ...
화자2: ㅋㅋㅋ 못가겟어요
화자1: 싸이월드 근덷 부활하면 네이트온도 다시 쓸려나... 메신저 옛날에 뭐 쓰셨어욤?
화자2: 그럴일음 없겟죠
화자2: 버디버디 네이트온이요
화자1: 앗 마자요.. 버디 진짜 많이 썼는데
화자1: 초등학교때 버디 썼던것같아요 네이트온이랑 싸이는 중고딩때...
화자2: 저랑 딱맞네욬 ㅋㅋㅋㅋㅋ
화자1: 앜ㅋㅋㅋㅋ 그러다가 고등학교때 카톡 나왔었나.. 스마트폰 쯤 나와서.. 일케일케 된것같아요 추억
화자2: ㅋㅋㅋㅋ 싸이마니하심 ?
화자1: 애기때 많이 했던것 같아요 ㅋㅋㅋㅋㅋ

[Question]
위 대화의 전제로 올바른 지문은?

[Option]
A. 싸이월드가 언론의 주목을 받으면 싸이월드제트가 손실을 볼 수 있다.
B. 싸이월드가 언론에 외면받으면 싸이월드제트가 이익을 얻을 수 있다.
C. 싸이월드가 언론의 주목을 받으면 싸이월드제트가 이익을 얻을 수 있다.",C. 싸이월드가 언론의 주목을 받으면 싸이월드제트가 이익을 얻을 수 있다.
497,"

[Conversation]
화자1: 싸이... 나올듯 안나올듯 참 애매애매해요
화자2: 그죠 언제나온대요
화자1: 근데 제 생각엔 싸이제트 인가 몬가 그거 코인 팔아먹으려구, 언플 하는것 같기두 하구 그래요 ㅋㅋㅋㅋㅋ
화자1: 계속 간만 보구있드라구요
화자2: 헐 전혀몰랏네요
화자2: 너무한다
화자1: 아이디 찾기 해보셨어요? 그거 지금 서비스는 열려있는것 같더라구욤
화자1: 아..차마 앨범들을 볼수가 없겠던데 ㅋㅋ ㅋ ㅠㅠㅠ
화자2: 아그래요?????
화자2: 몰락어요
화자2: 겁난다
화자1: 네네 한번 찾아보셔요. 데이터 근데 다 있데요 ㅋ ㅋㅋ ㅋㅋ
화자1: 다이어리 이런거 들어가면 막
화자1: 100문 100답 이런거 있고 그럴텐데 ㅋ.ㅋ.ㅋ...
화자2: ㅋㅋㅋ 못가겟어요
화자1: 싸이월드 근덷 부활하면 네이트온도 다시 쓸려나... 메신저 옛날에 뭐 쓰셨어욤?
화자2: 그럴일음 없겟죠
화자2: 버디버디 네이트온이요
화자1: 앗 마자요.. 버디 진짜 많이 썼는데
화자1: 초등학교때 버디 썼던것같아요 네이트온이랑 싸이는 중고딩때...
화자2: 저랑 딱맞네욬 ㅋㅋㅋㅋㅋ
화자1: 앜ㅋㅋㅋㅋ 그러다가 고등학교때 카톡 나왔었나.. 스마트폰 쯤 나와서.. 일케일케 된것같아요 추억
화자2: ㅋㅋㅋㅋ 싸이마니하심 ?
화자1: 애기때 많이 했던것 같아요 ㅋㅋㅋㅋㅋ

[Question]
위 대화의 반응으로 올바른 지문은?

[Option]
A. 화자2는 화자1의 견해가 놀랍다.
B. 화자2는 화자1의 견해가 진부하다고 생각한다.
C. 화자2는 화자1의 견해에 흥미가 없다.",A. 화자2는 화자1의 견해가 놀랍다.
498,"

[Conversation]
화자1: 싸이... 나올듯 안나올듯 참 애매애매해요
화자2: 그죠 언제나온대요
화자1: 근데 제 생각엔 싸이제트 인가 몬가 그거 코인 팔아먹으려구, 언플 하는것 같기두 하구 그래요 ㅋㅋㅋㅋㅋ
화자1: 계속 간만 보구있드라구요
화자2: 헐 전혀몰랏네요
화자2: 너무한다
화자1: 아이디 찾기 해보셨어요? 그거 지금 서비스는 열려있는것 같더라구욤
화자1: 아..차마 앨범들을 볼수가 없겠던데 ㅋㅋ ㅋ ㅠㅠㅠ
화자2: 아그래요?????
화자2: 몰락어요
화자2: 겁난다
화자1: 네네 한번 찾아보셔요. 데이터 근데 다 있데요 ㅋ ㅋㅋ ㅋㅋ
화자1: 다이어리 이런거 들어가면 막
화자1: 100문 100답 이런거 있고 그럴텐데 ㅋ.ㅋ.ㅋ...
화자2: ㅋㅋㅋ 못가겟어요
화자1: 싸이월드 근덷 부활하면 네이트온도 다시 쓸려나... 메신저 옛날에 뭐 쓰셨어욤?
화자2: 그럴일음 없겟죠
화자2: 버디버디 네이트온이요
화자1: 앗 마자요.. 버디 진짜 많이 썼는데
화자1: 초등학교때 버디 썼던것같아요 네이트온이랑 싸이는 중고딩때...
화자2: 저랑 딱맞네욬 ㅋㅋㅋㅋㅋ
화자1: 앜ㅋㅋㅋㅋ 그러다가 고등학교때 카톡 나왔었나.. 스마트폰 쯤 나와서.. 일케일케 된것같아요 추억
화자2: ㅋㅋㅋㅋ 싸이마니하심 ?
화자1: 애기때 많이 했던것 같아요 ㅋㅋㅋㅋㅋ

[Question]
위 대화의 후행사건으로 올바른 지문은?

[Option]
A. 화자1은 싸이월드제트와 무관한 기사를 찾아볼 것이다.
B. 화자1은 싸이월드제트와 관련된 영상이 나오면 재생하지 않을 것이다.
C. 화자1은 싸이월드제트와 관련된 기사를 찾아볼 것이다.",C. 화자1은 싸이월드제트와 관련된 기사를 찾아볼 것이다.
499,"

[Conversation]
화자2: 안녕
화자1: 방탄소년단 콘서트 갔던게 갑자기 생각나
화자2: 정말 최고의 공연이었지
화자1: 우리 그 전날 떼창도 연습했잖아
화자2: 맞아 응원법 연습 힘들었어
화자1: 총조준 발사 그 부분 맞추기 너무 힘들어
화자2: 맞아 맞아 타이밍 어려워
화자1: 멤버들 이름 외치는 것도 어려워
화자2: 응 원봉 흔드는 거 재미있었어
화자1: 3만원 주고 사길 잘했더라
화자2: 노래 맞춰서 색이 변하니까 신기하더라
화자1: 그리고 전세계의 사람들이 모여있는 기분이 들었어
화자2: 내 왼쪽은 중국인 오른쪽은 일본인이었잖아
화자1: 진짜 신기하네

[Question]
위 대화의 원인으로 올바른 지문은?

[Option]
A. 화자1은 방탄소년단의 노래 응원법의 타이밍을 잘 이해하지 못했다.
B. 화자1은 방탄소년단의 노래 응원법의 타이밍을 꿰뚫고 있다.
C. 화자1은 방탄소년단의 노래 응원법을 완벽하게 숙지했다.",A. 화자1은 방탄소년단의 노래 응원법의 타이밍을 잘 이해하지 못했다.
500,"

[Conversation]
화자2: 안녕
화자1: 방탄소년단 콘서트 갔던게 갑자기 생각나
화자2: 정말 최고의 공연이었지
화자1: 우리 그 전날 떼창도 연습했잖아
화자2: 맞아 응원법 연습 힘들었어
화자1: 총조준 발사 그 부분 맞추기 너무 힘들어
화자2: 맞아 맞아 타이밍 어려워
화자1: 멤버들 이름 외치는 것도 어려워
화자2: 응 원봉 흔드는 거 재미있었어
화자1: 3만원 주고 사길 잘했더라
화자2: 노래 맞춰서 색이 변하니까 신기하더라
화자1: 그리고 전세계의 사람들이 모여있는 기분이 들었어
화자2: 내 왼쪽은 중국인 오른쪽은 일본인이었잖아
화자1: 진짜 신기하네

[Question]
위 대화의 동기로 올바른 지문은?

[Option]
A. 화자1은 응원법의 어떤 부분이 힘들었는지 화자2에게 이야기하고 싶다.
B. 화자1은 응원법의 어떤 부분이 수월했는지 화자2에게 이야기하고 싶다.
C. 화자1은 응원법의 어떤 부분이 재미있었는지 화자2에게 이야기하고 싶다.",A. 화자1은 응원법의 어떤 부분이 힘들었는지 화자2에게 이야기하고 싶다.
501,"

[Conversation]
화자2: 안녕
화자1: 방탄소년단 콘서트 갔던게 갑자기 생각나
화자2: 정말 최고의 공연이었지
화자1: 우리 그 전날 떼창도 연습했잖아
화자2: 맞아 응원법 연습 힘들었어
화자1: 총조준 발사 그 부분 맞추기 너무 힘들어
화자2: 맞아 맞아 타이밍 어려워
화자1: 멤버들 이름 외치는 것도 어려워
화자2: 응 원봉 흔드는 거 재미있었어
화자1: 3만원 주고 사길 잘했더라
화자2: 노래 맞춰서 색이 변하니까 신기하더라
화자1: 그리고 전세계의 사람들이 모여있는 기분이 들었어
화자2: 내 왼쪽은 중국인 오른쪽은 일본인이었잖아
화자1: 진짜 신기하네

[Question]
위 대화의 전제로 올바른 지문은?

[Option]
A. 화자1은 세븐틴 노래의 응원법을 연습했다.
B. 화자1은 방탄소년단 노래의 응원법을 창시했다.
C. 화자1은 방탄소년단 노래의 응원법을 연습했다.",C. 화자1은 방탄소년단 노래의 응원법을 연습했다.
502,"

[Conversation]
화자2: 안녕
화자1: 방탄소년단 콘서트 갔던게 갑자기 생각나
화자2: 정말 최고의 공연이었지
화자1: 우리 그 전날 떼창도 연습했잖아
화자2: 맞아 응원법 연습 힘들었어
화자1: 총조준 발사 그 부분 맞추기 너무 힘들어
화자2: 맞아 맞아 타이밍 어려워
화자1: 멤버들 이름 외치는 것도 어려워
화자2: 응 원봉 흔드는 거 재미있었어
화자1: 3만원 주고 사길 잘했더라
화자2: 노래 맞춰서 색이 변하니까 신기하더라
화자1: 그리고 전세계의 사람들이 모여있는 기분이 들었어
화자2: 내 왼쪽은 중국인 오른쪽은 일본인이었잖아
화자1: 진짜 신기하네

[Question]
위 대화의 반응으로 올바른 지문은?

[Option]
A. 화자2는 힘들지만 재미있게 응원법을 연습하던 때가 그립다.
B. 화자2는 열심히 응원법을 만들던 때가 떠올라 재미있다.
C. 화자2는 급하고 힘들게 공연을 준비하던 때가 떠올라 화가 난다.",A. 화자2는 힘들지만 재미있게 응원법을 연습하던 때가 그립다.
503,"

[Conversation]
화자2: 안녕
화자1: 방탄소년단 콘서트 갔던게 갑자기 생각나
화자2: 정말 최고의 공연이었지
화자1: 우리 그 전날 떼창도 연습했잖아
화자2: 맞아 응원법 연습 힘들었어
화자1: 총조준 발사 그 부분 맞추기 너무 힘들어
화자2: 맞아 맞아 타이밍 어려워
화자1: 멤버들 이름 외치는 것도 어려워
화자2: 응 원봉 흔드는 거 재미있었어
화자1: 3만원 주고 사길 잘했더라
화자2: 노래 맞춰서 색이 변하니까 신기하더라
화자1: 그리고 전세계의 사람들이 모여있는 기분이 들었어
화자2: 내 왼쪽은 중국인 오른쪽은 일본인이었잖아
화자1: 진짜 신기하네

[Question]
위 대화의 후행사건으로 올바른 지문은?

[Option]
A. 화자1은 응원법 가이드 영상을 다시 찾아볼 것이다.
B. 화자1은 응원법 가이드 영상을 다시 제작할 것이다.
C. 화자1은 응원봉 구매처를 다시 찾아볼 것이다.",A. 화자1은 응원법 가이드 영상을 다시 찾아볼 것이다.
504,"

[Conversation]
화자1: 홈트 하시나요?
화자2: 요새 조금씩 하고있어요
화자1: 오오 그러면 런데이는 하시나요?
화자2: 런데이는 안 라고 있어요! 런데이 하시나요?
화자1: 저는 런데이 가끔 써요!
화자1: 홈트는 유튜브를 보고 하시나요?
화자2: 네, 유튜브에서 복근 운동이나 상체 운동 찾아서 해요
화자1: 저도 홈트는 유튜브, 러닝은 런데이를 쓰고 있어요
화자2: 홈트 기구도 집에 있으신가요?
화자1: 아뇨 저는 맨손 운동을 주로 해요!
화자2: 일 주일에 몇 번 정도 하세요?
화자1: 홈트는 3일 런데이는 2일 정도 하는 것 같네요! name2은요?
화자2: 저는 주에 3, 4번 정도 하는 것 같아요
화자1: 와 열심히 하시네요ㅎㅎ 온라인 피트니스 서비스가 활성화 돼서 좋은 거 같아요

[Question]
위 대화의 원인으로 올바른 지문은?

[Option]
A. 화자2는 하체보다 상체 운동에 관심이 더 많다.
B. 화자2는 하체보다 상체 운동을 덜 자주 한다.
C. 화자2는 상체보다 하체 운동에 관심이 더 많다.",A. 화자2는 하체보다 상체 운동에 관심이 더 많다.
505,"

[Conversation]
화자1: 홈트 하시나요?
화자2: 요새 조금씩 하고있어요
화자1: 오오 그러면 런데이는 하시나요?
화자2: 런데이는 안 라고 있어요! 런데이 하시나요?
화자1: 저는 런데이 가끔 써요!
화자1: 홈트는 유튜브를 보고 하시나요?
화자2: 네, 유튜브에서 복근 운동이나 상체 운동 찾아서 해요
화자1: 저도 홈트는 유튜브, 러닝은 런데이를 쓰고 있어요
화자2: 홈트 기구도 집에 있으신가요?
화자1: 아뇨 저는 맨손 운동을 주로 해요!
화자2: 일 주일에 몇 번 정도 하세요?
화자1: 홈트는 3일 런데이는 2일 정도 하는 것 같네요! name2은요?
화자2: 저는 주에 3, 4번 정도 하는 것 같아요
화자1: 와 열심히 하시네요ㅎㅎ 온라인 피트니스 서비스가 활성화 돼서 좋은 거 같아요

[Question]
위 대화의 동기로 올바른 지문은?

[Option]
A. 화자2는 회사에서도 효과적으로 운동을 해내고 싶다.
B. 화자2는 집에서는 운동을 하고 싶지 않다.
C. 화자2는 집에서도 효과적으로 운동을 해내고 싶다.",C. 화자2는 집에서도 효과적으로 운동을 해내고 싶다.
506,"

[Conversation]
화자1: 홈트 하시나요?
화자2: 요새 조금씩 하고있어요
화자1: 오오 그러면 런데이는 하시나요?
화자2: 런데이는 안 라고 있어요! 런데이 하시나요?
화자1: 저는 런데이 가끔 써요!
화자1: 홈트는 유튜브를 보고 하시나요?
화자2: 네, 유튜브에서 복근 운동이나 상체 운동 찾아서 해요
화자1: 저도 홈트는 유튜브, 러닝은 런데이를 쓰고 있어요
화자2: 홈트 기구도 집에 있으신가요?
화자1: 아뇨 저는 맨손 운동을 주로 해요!
화자2: 일 주일에 몇 번 정도 하세요?
화자1: 홈트는 3일 런데이는 2일 정도 하는 것 같네요! name2은요?
화자2: 저는 주에 3, 4번 정도 하는 것 같아요
화자1: 와 열심히 하시네요ㅎㅎ 온라인 피트니스 서비스가 활성화 돼서 좋은 거 같아요

[Question]
위 대화의 전제로 올바른 지문은?

[Option]
A. 유튜브에는 신체 부위별 운동 영상이 올라와 있다. 
B. 피트니스 센터에서 신체 부위별 운동 영상을 찍는다.
C. 유튜브에는 홈트레이닝 운동 영상이 없다.",A. 유튜브에는 신체 부위별 운동 영상이 올라와 있다. 
507,"

[Conversation]
화자1: 홈트 하시나요?
화자2: 요새 조금씩 하고있어요
화자1: 오오 그러면 런데이는 하시나요?
화자2: 런데이는 안 라고 있어요! 런데이 하시나요?
화자1: 저는 런데이 가끔 써요!
화자1: 홈트는 유튜브를 보고 하시나요?
화자2: 네, 유튜브에서 복근 운동이나 상체 운동 찾아서 해요
화자1: 저도 홈트는 유튜브, 러닝은 런데이를 쓰고 있어요
화자2: 홈트 기구도 집에 있으신가요?
화자1: 아뇨 저는 맨손 운동을 주로 해요!
화자2: 일 주일에 몇 번 정도 하세요?
화자1: 홈트는 3일 런데이는 2일 정도 하는 것 같네요! name2은요?
화자2: 저는 주에 3, 4번 정도 하는 것 같아요
화자1: 와 열심히 하시네요ㅎㅎ 온라인 피트니스 서비스가 활성화 돼서 좋은 거 같아요

[Question]
위 대화의 반응으로 올바른 지문은?

[Option]
A. 화자1은 유튜브에 운동 영상이 가끔 올라오는 것이 불만이다.
B. 화자1은 유튜브에 런데이 영상이 잘 올라와 있는 것이 만족스럽다.
C. 화자1은 유튜브에 운동 영상이 잘 올라와 있는 것이 만족스럽다.",C. 화자1은 유튜브에 운동 영상이 잘 올라와 있는 것이 만족스럽다.
508,"

[Conversation]
화자1: 홈트 하시나요?
화자2: 요새 조금씩 하고있어요
화자1: 오오 그러면 런데이는 하시나요?
화자2: 런데이는 안 라고 있어요! 런데이 하시나요?
화자1: 저는 런데이 가끔 써요!
화자1: 홈트는 유튜브를 보고 하시나요?
화자2: 네, 유튜브에서 복근 운동이나 상체 운동 찾아서 해요
화자1: 저도 홈트는 유튜브, 러닝은 런데이를 쓰고 있어요
화자2: 홈트 기구도 집에 있으신가요?
화자1: 아뇨 저는 맨손 운동을 주로 해요!
화자2: 일 주일에 몇 번 정도 하세요?
화자1: 홈트는 3일 런데이는 2일 정도 하는 것 같네요! name2은요?
화자2: 저는 주에 3, 4번 정도 하는 것 같아요
화자1: 와 열심히 하시네요ㅎㅎ 온라인 피트니스 서비스가 활성화 돼서 좋은 거 같아요

[Question]
위 대화의 후행사건으로 올바른 지문은?

[Option]
A. 화자2는 홈트레이닝 영상을 보며 운동을 할 것이다.
B. 화자2는 런데이를 쓰며 러닝을 할 것이다.
C. 화자2는 피트니스 센터에 가서 운동을 할 것이다.",A. 화자2는 홈트레이닝 영상을 보며 운동을 할 것이다.
509,"

[Conversation]
화자2: 원래 어렸을때부터 교회를 다녔는데
화자2: 그래도 다른 종교를 접할 기회는 없었거든요
화자1: 오 네네
화자2: 그러다 우연히 종교사 관련 내용을 보게 됐는데
화자2: 기독교가 이슬람교같은 다른 종교들이랑 공유하는 부분이 많더라고요
화자2: 그 부분에 흥미를 느끼게 됐어요
화자1: 오 네네 그런 역사젹인 부분이나
화자1: 그런거 좀 심층적으로 탐구하는 그런 내용이겠네요
화자2: 네
화자2: 그리고 종교의 특성상
화자2: 사상적인 부분이나 역사, 현대 국제정치 등등
화자2: 많은 분야와 연관이 된 것에 흥미가 가더라고요
화자1: 우왁ㅋㅋㅋㅋ저는 종교 역사 정치 이런거에 거의 문외한이라
화자1: 대단한데요?
화자1: 저는 고등학교 때까지는 제가 뭘 좋아하는지 감이 잘 안왓어서 불안했거든요
화자2: 저희 집 식구들이 좀 그쪽 분야에 관심 있는 거 같아요 ㅋㅋㅋ
화자2: 사실 아버지도 이과 나오셨는데
화자2: 지금 취미로 철학과 박사과정 보내시는 중이시거든요
화자2: 아빠 영향도 좀 받은 거 같아요
화자1: 오, 맞아요 학과정하거나 하는게 그냥 생으로 보다는 주변 가족 친구 이런데서 영향 많이 받죠
화자1: 아버닌 멋지신데요? ㅎㅎ철학과 과정 밟고 계신다니
화자2: 요즘 논문 쓰고 계신거 같더라고요...
화자1: 저희 아버지도 평생학습원? 뭐 이런데서 하는 인터넷 강의 듣고 하시더라구요
화자1: 학위를 따로 받는건 아니지만 관심분야에서 오래도록 공부하시는거 멋진거 같아요
화자2: 맞아요 본인이 하고싶은 거 계속 공부하는 거 너무 멋져요
화자1: 종교학과는 나중에 직업으로는 어떻게 연계가 되나요?
화자1: 잘 모르는 분야여서ㅎㅎ
화자2: 사실 학계 말곤 직접 연관된 분야는 별로 없는 거 같아요...
화자1: 아, 그럼 오랫동안 학계 남아있을 생각도 있겠네요

[Question]
위 대화의 원인으로 올바른 지문은?

[Option]
A. 화자2는 기독교인으로 종교에 관심이 많았다.
B. 화자2는 이슬람교도로 기독교에 관심이 많았다.
C. 화자2는 기독교인으로 기독교에만 관심이 많다.",A. 화자2는 기독교인으로 종교에 관심이 많았다.
510,"

[Conversation]
화자2: 원래 어렸을때부터 교회를 다녔는데
화자2: 그래도 다른 종교를 접할 기회는 없었거든요
화자1: 오 네네
화자2: 그러다 우연히 종교사 관련 내용을 보게 됐는데
화자2: 기독교가 이슬람교같은 다른 종교들이랑 공유하는 부분이 많더라고요
화자2: 그 부분에 흥미를 느끼게 됐어요
화자1: 오 네네 그런 역사젹인 부분이나
화자1: 그런거 좀 심층적으로 탐구하는 그런 내용이겠네요
화자2: 네
화자2: 그리고 종교의 특성상
화자2: 사상적인 부분이나 역사, 현대 국제정치 등등
화자2: 많은 분야와 연관이 된 것에 흥미가 가더라고요
화자1: 우왁ㅋㅋㅋㅋ저는 종교 역사 정치 이런거에 거의 문외한이라
화자1: 대단한데요?
화자1: 저는 고등학교 때까지는 제가 뭘 좋아하는지 감이 잘 안왓어서 불안했거든요
화자2: 저희 집 식구들이 좀 그쪽 분야에 관심 있는 거 같아요 ㅋㅋㅋ
화자2: 사실 아버지도 이과 나오셨는데
화자2: 지금 취미로 철학과 박사과정 보내시는 중이시거든요
화자2: 아빠 영향도 좀 받은 거 같아요
화자1: 오, 맞아요 학과정하거나 하는게 그냥 생으로 보다는 주변 가족 친구 이런데서 영향 많이 받죠
화자1: 아버닌 멋지신데요? ㅎㅎ철학과 과정 밟고 계신다니
화자2: 요즘 논문 쓰고 계신거 같더라고요...
화자1: 저희 아버지도 평생학습원? 뭐 이런데서 하는 인터넷 강의 듣고 하시더라구요
화자1: 학위를 따로 받는건 아니지만 관심분야에서 오래도록 공부하시는거 멋진거 같아요
화자2: 맞아요 본인이 하고싶은 거 계속 공부하는 거 너무 멋져요
화자1: 종교학과는 나중에 직업으로는 어떻게 연계가 되나요?
화자1: 잘 모르는 분야여서ㅎㅎ
화자2: 사실 학계 말곤 직접 연관된 분야는 별로 없는 거 같아요...
화자1: 아, 그럼 오랫동안 학계 남아있을 생각도 있겠네요

[Question]
위 대화의 동기로 올바른 지문은?

[Option]
A. 화자2는 종교학과 진학을 포기한 이유를 설명해 주고 싶다.
B. 화자2는 종교학과에 가게 된 계기를 설명해 주고 싶다.
C. 화자2는 철학과에 가게 된 계기를 설명해 주고 싶다.",B. 화자2는 종교학과에 가게 된 계기를 설명해 주고 싶다.
511,"

[Conversation]
화자2: 원래 어렸을때부터 교회를 다녔는데
화자2: 그래도 다른 종교를 접할 기회는 없었거든요
화자1: 오 네네
화자2: 그러다 우연히 종교사 관련 내용을 보게 됐는데
화자2: 기독교가 이슬람교같은 다른 종교들이랑 공유하는 부분이 많더라고요
화자2: 그 부분에 흥미를 느끼게 됐어요
화자1: 오 네네 그런 역사젹인 부분이나
화자1: 그런거 좀 심층적으로 탐구하는 그런 내용이겠네요
화자2: 네
화자2: 그리고 종교의 특성상
화자2: 사상적인 부분이나 역사, 현대 국제정치 등등
화자2: 많은 분야와 연관이 된 것에 흥미가 가더라고요
화자1: 우왁ㅋㅋㅋㅋ저는 종교 역사 정치 이런거에 거의 문외한이라
화자1: 대단한데요?
화자1: 저는 고등학교 때까지는 제가 뭘 좋아하는지 감이 잘 안왓어서 불안했거든요
화자2: 저희 집 식구들이 좀 그쪽 분야에 관심 있는 거 같아요 ㅋㅋㅋ
화자2: 사실 아버지도 이과 나오셨는데
화자2: 지금 취미로 철학과 박사과정 보내시는 중이시거든요
화자2: 아빠 영향도 좀 받은 거 같아요
화자1: 오, 맞아요 학과정하거나 하는게 그냥 생으로 보다는 주변 가족 친구 이런데서 영향 많이 받죠
화자1: 아버닌 멋지신데요? ㅎㅎ철학과 과정 밟고 계신다니
화자2: 요즘 논문 쓰고 계신거 같더라고요...
화자1: 저희 아버지도 평생학습원? 뭐 이런데서 하는 인터넷 강의 듣고 하시더라구요
화자1: 학위를 따로 받는건 아니지만 관심분야에서 오래도록 공부하시는거 멋진거 같아요
화자2: 맞아요 본인이 하고싶은 거 계속 공부하는 거 너무 멋져요
화자1: 종교학과는 나중에 직업으로는 어떻게 연계가 되나요?
화자1: 잘 모르는 분야여서ㅎㅎ
화자2: 사실 학계 말곤 직접 연관된 분야는 별로 없는 거 같아요...
화자1: 아, 그럼 오랫동안 학계 남아있을 생각도 있겠네요

[Question]
위 대화의 전제로 올바른 지문은?

[Option]
A. 기독교와 이슬람교는 공통점이 없는 종교이다.
B. 기독교와 이슬람교는 별개의 종교이다.
C. 기독교와 이슬람교는 동일한 종교이다.",B. 기독교와 이슬람교는 별개의 종교이다.
